Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,data_eligible,matched_locations,translated_sentence_en,matched_locations_en
1545,1824,1824,गार्ड अर्फ अर्नर साथै मैदान परिकर्मापछि शक्तिले केहि समय पत्रकार सम्मेलनमा बोले,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1546,1827,1827,त्यस्तै साविक विजेता विराटनगर वारीयर्स र पोखरा राइनोज भने समुह चरणबाटै बाहिरिए,Yes,['पोखरा'],Translation not found.,['Pokhara']
1547,1828,1828,पहिलो खेलमा विराटनगरसँग ३ विकेटले पराजित भएको ललितपुर त्यसयता लगातार चार खेलमा जित निकाल्दै शीर्षस्थानमा रहेर क्वालिफायर खेल्न लागेको हो,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1548,1829,1829,"ललितपुरका तीनै विदेशी खेलाडी गौरव तोमर, जयकिशन कोल्सावाला र सन्नी पटेलले उत्कृष्ट प्रदर्शन गरिरहेका छन्",Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1549,1830,1830,"कप्तान ज्ञानेन्द मल्ल, राशिद खान र ललितनारायण राजवंशी पनि ललितपुरका महत्त्वपूर्ण खेलाडी हुन्",Yes,"['ललितपुर', 'नारायण']",Translation not found.,"['Lalitpur', 'Narayan']"
1550,1831,1831,दोस्रो खेलमा भने ललितपुरसँग १० विकेटले पराजित हुन पुग्यो,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1551,1832,1832,तेस्रो संस्करण यहि माघ १९ गतेदेखि फाल्गुन ४ गतेसम्म धनगढीको फाप्ला अन्तराष्ट्रिय क्रिकेट मैदानमा हुँदैछ,Yes,"['मैदान', 'धनगढी']",Translation not found.,"['Maidan (Field)', 'Dhangadhi']"
1552,1833,1833,आयोजक धनगढी क्रिकेट एकेडेमीले विगतका वर्षहरुझै यस वर्ष पनि अक्सनमार्फत नै खेलाडीहरुको छनोट गर्दैछ,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1553,1834,1834,आयोजकले ट्यालेन्ट हन्टका लागि भने धनगढी क्रिकेट एकेडेमीको अफिसमा फर्म भर्नुपर्ने प्रावधान राखेको छ,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1554,1835,1835,ट्यालेन्ट हन्टको छनोट पौष ९ गते सोमबार धनगढी क्रिकेट एकेडेमीमा हुनेछ,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1555,1836,1836,पछिल्लो दुवै सिजनको उपाधि टिम चौराहा धनगढीले जितेको थियो,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1556,1837,1837,"<rss version=""2.0"" 
xmlns:content=""http://purl.org/rss/1.0/modules/content/"" 
xmlns:dc=""http://purl.org/dc/elements/1.1/"" 
xmlns:atom=""http://www.w3.org/2005/Atom"" 
xmlns:sy=""http://purl.org/rss/1.0/modules/syndication/"" 
 
> 
 
 
Comments on: &#8216;रोबोटजस्तो महसुस भइरहेको छ&#8217; &#8211; ललितपुर कप्तान ज्ञानेन्द्र 
 
https://www.hamrokhelkud.com/cricket/45875 
Complete website for Nepali Sports News &#124; Football &#124;Cricket and More 
Tue, 18 Dec 2018 16:05:12 +0545 
 
hourly 
 
1 
https://wordpress.org/",Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1557,1838,1838,खेलपछि बोल्दै ललितपुरका कप्तान ज्ञानेन्द्र मल्लले आयोजकको व्यवस्थापन र अम्पायरको निर्णयबारे गुनासो पोखे,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1558,1839,1839,सन्नीले अम्पायरको निर्णयप्रति असन्तुष्टि जनाउँदै केहिबेर मैदान छाड्न ढिलाई गरेका थिए,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1559,1841,1841,"मैदानमा खटिने आयोजकका सदस्यहरुले भद्र र नरम रुपमा प्रस्तुत हुँदा राम्रो देखिने थियो,’ मल्लले थपे",Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1560,1842,1842,विजेता टोली उपाधिको लागि आगमी शनिवार ललितपुर प्याट्रीयट्ससँग खेल्ने छ,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1561,1843,1843,पोखरा राइनोजलाई ४ विकेटले पराजित गर्दै विजयी सुरुवात गरेको भैरहवा दोस्रो खेलमा चितवन टाइगर्सलाई १२ रनले हरायो,Yes,['पोखरा'],Translation not found.,['Pokhara']
1562,1844,1844,चौथो खेलमा विराटनगरलाई ५ रन र अन्तिम खेलमा पोखरा राइनोजलाई ७ विकेटले पराजित गरेपछि चितवन विराटनगरको नतिजा पर्खेर बस्यो,Yes,['पोखरा'],Translation not found.,['Pokhara']
1563,1845,1845,मैदान र समयको पनि यसै साता टुङ्गो लाग्ने शिवाकोटीले जानकारी दिए,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1564,1846,1846,यस अघिनै ललितपुर फाइनलमा पुगि सकेको छ,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1565,1847,1847,आजको विजेता र ललितपुरबीच फाइनल खेल आगमी शनिबार हुने छ,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1566,1848,1848,पोखरा राइनोजलाई ४ विकेटले पराजित गर्दै विजयी सुरुवात गरेको भैरहवाले दोस्रो खेलमा चितवन टाइगर्सलाई १२ रनले हरायो,Yes,['पोखरा'],Translation not found.,['Pokhara']
1567,1849,1849,दोस्रो खेलमा भने ललितपुरसँग १० विकेटले पराजित हुन पुग्यो,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1568,1850,1850,तर क्वालिफायरमा ललितपुरसँग १ विकेटले पराजित हुदैँ सोझै फाइनल प्रवेश गर्ने मौका गुमायो,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1569,1851,1851,शनिबार हुने फाइनलमा भैरहवाले ललितपुर प्याट्रीयट्सको सामना गर्नेछ,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1570,1852,1852,ललितपुर र भैरहवा उपाधिको लागि आगमी शनिबार खेल्ने छन्,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1571,1853,1853,ललितपुरले पहिलो क्वालिफायर खेलमा काठमाडौँलाई एक विकेटले पराजित गर्दै फाइनलमा स्थान बनाएको हो,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1572,1854,1854,पोखरा राइनोज र विराटनगर वारीयर्स भने समुह चरणबाटै बाहिरीएका थिए,Yes,['पोखरा'],Translation not found.,['Pokhara']
1573,1856,1856,भैरहवालाई फाइनल सम्म पुर्याउन महत्वपूर्ण प्रर्दशन गरेका सिंहले पोखरा राइनोजलाई हराउन १ सय २५ रनको नट आउट पाली खेले जस्को कारण भैरहवाले २ सय १६ रनको लक्ष्य पनि भेट्टाएको थियो,Yes,['पोखरा'],Translation not found.,['Pokhara']
1574,1857,1857,"विराटनगरविरुद्ध १२, ललितपुर र चितवनविरुद्ध समान २५-२५ रन जोडे",Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1575,1858,1858,"काठमाडौसँगको खेलमा ४५, पोखरासँगको खेलमा ५४ र विराटनगरसँगको खेलमा ३२ रन जोडे",Yes,['पोखरा'],Translation not found.,['Pokhara']
1576,1859,1859,ललितपुरसँगको खेलमा ४१ रन बनाउन सफल भए,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1577,1860,1860,"पोखराविरुद्ध ८२, चितवनसँगको खेलमा ३०, विराटनगरविरुद्ध ४ र भैरहवासँगको खेलमा ९ रनमा आउट भएका थिए",Yes,['पोखरा'],Translation not found.,['Pokhara']
1578,1861,1861,तोमर ललितपुर प्याट्रीयट्सबाट खेलि रहेका छन्,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1579,1862,1862,"रिचार्ड लेभी 
रिचार्ड लेभी 
जित बिहीन हुदैँ पोखरा राइनोज समुह चरणबाट बाहिरीएपनि दक्षिण अफ्रिकी ओपनर लेभीले ईपीएलमा सानदार ब्याटिङ गरे",Yes,['पोखरा'],Translation not found.,['Pokhara']
1580,1863,1863,त्यस्तै ललितपुरविरुद्ध ८४ रन बनाएका लेभीले विराटनगरसँगको खेलमा ३ रन बनाए,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1581,1864,1864,"पोखरासँगको खेलमा ५४, चितवनविरुद्ध ९, विराटनगरसँगको खेलमा ४५ रन जोडेका केभिनले ललितपुरसँग समुह चरणको खेलमा ४२ र क्वालिफायरमा १ रन जोडे",Yes,"['ललितपुर', 'पोखरा']",Translation not found.,"['Lalitpur', 'Pokhara']"
1582,1865,1865,"<rss version=""2.0"" 
xmlns:content=""http://purl.org/rss/1.0/modules/content/"" 
xmlns:dc=""http://purl.org/dc/elements/1.1/"" 
xmlns:atom=""http://www.w3.org/2005/Atom"" 
xmlns:sy=""http://purl.org/rss/1.0/modules/syndication/"" 
 
> 
 
 
Comments on: क्रिकेटर सागर पुनको शल्यक्रिया; लामो समय मैदानबाहिर रहने 
 
https://www.hamrokhelkud.com/cricket/45988 
Complete website for Nepali Sports News &#124; Football &#124;Cricket and More 
Fri, 21 Dec 2018 08:11:18 +0545 
 
hourly 
 
1 
https://wordpress.org/",Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1583,1866,1866,बुधबार एभरेष्ट प्रिमियर लिग (र्इपीएल) मा ललितपुरसँग कालिफायर खेलको दौरानमा सागरको दाइने खुट्टाको एंकलमा समस्या देखिएपछि मैदान छाडेका थिए,Yes,"['मैदान', 'ललितपुर']",Translation not found.,"['Maidan (Field)', 'Lalitpur']"
1584,1867,1867,सागरका बुबाले हाम्रो खेलकुदलाई दिएको जानकारी अनुसार कम्तिमा पनि सागर ४ महिना मैदान बाहिर रहने छन्,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1585,1868,1868,काठमाडौँ र ललितपुरबीचको क्वालिफायरमा बुधबार सागर १६ औ ओभरमा बलिङ गर्न आएका थिए,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1586,1869,1869,पोखरा राइनोज र विराटनगर वारीयर्स समुह चरणबाटै बाहिरीए,Yes,['पोखरा'],Translation not found.,['Pokhara']
1587,1870,1870,साहुले ललितपुरसँग क्वालिफायरमा ३ र विराटनरविरुद्ध २ विकेट हात पारे,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1588,1871,1871,"सन्नी पटेल, ललितपुर प्याट्रीयट्स 
ललितपुर प्याट्रीयट्स 
भारतीय अलराउण्डर पटेल ललितपुरका महत्वपूर्ण खेलाडी हुन्",Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1589,1872,1872,"<rss version=""2.0"" 
xmlns:content=""http://purl.org/rss/1.0/modules/content/"" 
xmlns:dc=""http://purl.org/dc/elements/1.1/"" 
xmlns:atom=""http://www.w3.org/2005/Atom"" 
xmlns:sy=""http://purl.org/rss/1.0/modules/syndication/"" 
 
> 
 
 
Comments on: ईपीएल उपाधिको लागि भैरहवा र ललितपुर भिड्दै 
 
https://www.hamrokhelkud.com/cricket/46037 
Complete website for Nepali Sports News &#124; Football &#124;Cricket and More 
Sat, 22 Dec 2018 02:14:42 +0545 
 
hourly 
 
1 
https://wordpress.org/",Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1590,1873,1873,खेल आज दिउँसो १२ : ३० बजेबाट टियू क्रिकेट मैदानमा सुरु हुने छ,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1591,1874,1874,शरदको टिम भैरहवा र ज्ञानेन्द्र मल्लले कप्तानीमा रहेको ललितपुर पहिलो उपाधि चुम्ने सपना सहित मैदान उत्रिने छन्,Yes,"['मैदान', 'ललितपुर']",Translation not found.,"['Maidan (Field)', 'Lalitpur']"
1592,1876,1876,समुह चरणको खेलमा ललितपुरले भैरहवालाई ६ विकेटले हराएको थियो,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1593,1877,1877,पहिलो खेलमा विराटनगरसँग ३ विकेटले पराजित भएको ललितपुरले त्यसयता हारको स्वाद चाखेको छैन,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1594,1878,1878,"ललितपुरका तीनै विदेशी खेलाडी गौरव तोमर, जयकिशन कोल्सावाला र सन्नी पटेलले उत्कृष्ट प्रदर्शन गरिरहेका छन्",Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1595,1879,1879,पोखरा राइनोजलाई ४ विकेटले पराजित गर्दै विजयी सुरुवात गरेको भैरहवाले दोस्रो खेलमा चितवन टाइगर्सलाई १२ रनले हरायो,Yes,['पोखरा'],Translation not found.,['Pokhara']
1596,1880,1880,उपाधि ललितपुर प्याट्रीयट्सले जितेको छ,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1597,1881,1881,ईपीएल विजेता टोली ललितपुरले २५ लाख पाउँदा उप विजेता टोली भैरहवाले १० लाख हात पारेको छ,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1598,1882,1882,"उपाधि विजेता ललितपुर प्याट्रीयट्स 
कीर्तिपुरस्थित त्रिभुवन विश्वविद्यालयको मैदानमा शरद भेषावकरको भैरहवा ग्ल्याडियटर्सलाई १४ रनले हराउँदै ललितपुरले इपिएल उपाधि जितेको हो",Yes,"['मैदान', 'ललितपुर']",Translation not found.,"['Maidan (Field)', 'Lalitpur']"
1599,1883,1883,अन्य दुई प्रतियोगिता धनगढी प्रिमियर लिग (डीपीएल) र पोखरा प्रिमियर लिग (पिपिएल) मा ज्ञानेन्द्रको कप्तानीमा रहेको टोलीले जितेको छैन,Yes,"['धनगढी', 'पोखरा']",Translation not found.,"['Dhangadhi', 'Pokhara']"
1600,1884,1884,ईपीएलसँगै धनगढी प्रिमियर लिग (डीपीएल) र पोखरा प्रिमियर लिग (पीपीएल) को आगमनले तेस्रो संस्करणको प्रतियोगिता झनै भव्य हुने अपेक्षा थियो,Yes,"['धनगढी', 'पोखरा']",Translation not found.,"['Dhangadhi', 'Pokhara']"
1601,1885,1885,"उपाधि विजेता ललितपुर प्याट्रीयट्स 
आयोजक, फ्रेन्चाइज, दर्शक, व्यवस्थापन, लगायत प्रतियोगिताको महत्त्वपूर्ण पाटो हुन्",Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1602,1886,1886,मैदानको हरेक व्यवस्थापनदेखि आयोजनाको प्राविधिक पक्षमा भारतीयकै बोलबोला थियो,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1603,1887,1887,दर्शकहरु सामान्य शौचालयको व्यवस्था नहुँदा समेत १ सय रुपैयाँको टिकट काटेर मैदान पुगे,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1604,1888,1888,"’ 
दीपेन्द्रसिंह ऐरी 
पोखरा प्रिमियर लिगका बेला क्लार्कलाई बोलाईएको स्मरण गर्दै पारसले भने, ‘ पीपीएलको समयमा उनको तालिका मिलेन",Yes,['पोखरा'],Translation not found.,['Pokhara']
1605,1889,1889,दीपेन्द्रले पोखरामा गत महिना सम्पन्न पोखरा प्रिमियर लिग (पिपिएल) मा एक्सपर्ट धनगढी ब्लुजको कप्तानी गरेका थिए,Yes,"['धनगढी', 'पोखरा']",Translation not found.,"['Dhangadhi', 'Pokhara']"
1606,1892,1892,त्यस्तै सिड्नी दोस्रो जित निकाल्ने सोचका साथ मैदान प्रवेश गर्ने छ,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1607,1893,1893,खेलमा खटिने सुरक्षाकर्मीलाई विशेष तालिम दिइने छ भने खेलका दौरान उनिहरुले मैदानपट्टी फर्केर खेल हेर्न पाउने छैनन,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1608,1894,1894,त्यसतै सुरक्षालाई ध्यान दिदै टियु मैदानमा ११ ओटा सिसि टिभी जडान गरिने छ,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1609,1901,1901,जस्को कारण उनि चार पाँच महिना मैदान बाहिर रहने छन्,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1610,1903,1903,चित्तागोंग लगातार दोस्रो जितको खोजिमा हुँदा सिक्सर्स पहिलो जित निकाल्ने सोचमा मैदान उत्रने छ,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1611,1904,1904,नाविदले तेस्रो संस्करणको एभरेष्ट प्रिमियर लिगमा भैरहवा ग्ल्याडियटर्स र पोखरा प्रिमियर लिगमा पोखरा पल्टनबाट खेलेका थिए,Yes,['पोखरा'],Translation not found.,['Pokhara']
1612,1905,1905,नाविदले पोखराबाट प्रतियोगिताको उपाधि जित्दा भैरहवाबाट भने उपविजेतामा सिमित भए,Yes,['पोखरा'],Translation not found.,['Pokhara']
1613,1906,1906,इनरुवा खेल मैदानमा टस जितेर पहिला ब्याटिङ गरेको प्रदेश ६ ले ३० औं ओभरमा अलआउट हुनुअघि १ सय ११ रन बनायो,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1614,1910,1910,एसियन इस्टिच्यूट टेक्नोनलजी क्रिकेट मैदानमा टस हारेर पहिला ब्याटिङ थालेको चीनले निर्धारित २० ओभरमा ६ विकेटको क्षतिमा ४८ रन बनायो,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1615,1911,1911,त्यसअघि एसियन इन्स्टिच्यूट टेक्नोनलजी क्रिकेट मैदानमा टस हारेर पहिला ब्याटिङ थालेको चीनले निर्धारित २० ओभरमा ६ विकेटको क्षतिमा ४८ रन बनाएको थियो,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1616,1913,1913,त्यस्तै नारायण जोशी र शेर मल्लले समान दुई विकेट लिदा खड्क बोहरा र नरेन्द्र साउदले समान एक विकेट हात पारे,Yes,['नारायण'],Translation not found.,['Narayan']
1617,1914,1914,"प्रदेश ७ का अन्य विपिन रावल २४, नारायण जोशीले २२, खड्क बोहरा र विजय रानाले समान २१ रन को योगदान दिए",Yes,['नारायण'],Translation not found.,['Narayan']
1618,1915,1915,"त्यस्तै बिनोद लामा ३,विकाश र नारायण जोशीले समान एक विकेट लिए",Yes,['नारायण'],Translation not found.,['Narayan']
1619,1916,1916,"उस्का लागि विपिन राउवल ५३,रोशन अधिकारी २५,लोकेश बम २२ र नारायण जोशीले २१ रन बनाउन बाहेक अन्यले खासै राम्रो प्रर्दशन गर्न सकेनन्",Yes,['नारायण'],Translation not found.,['Narayan']
1620,1917,1917,नारायण जोशी र नरेन्द्र साउदले समान १६ रन बनाउन बाहेक अन्य कुनै पनि ब्याट्सम्यानले दोहोरो अंकमा रन बनाउन सकेनन्,Yes,['नारायण'],Translation not found.,['Narayan']
1621,1918,1918,यहि सोचका साथ कप्तान विराट कोहली र भारतीय खेलाडी मैदान प्रवेश गर्ने छन्,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1622,1924,1924,अबको तीन सातामा तेस्रो रुस्लान धनगढी प्रिमियर लिग (डीपीएल-३) सुरु हुँदैछ,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1623,1926,1926,"सुनिल नारायण २०,रोनी तालुकदार १३ र डार्विश रसोलीले १९ रनको योगदान दिए",Yes,['नारायण'],Translation not found.,['Narayan']
1624,1927,1927,"यही प्रतियोगिताबाट हामीले हाम्रो स्तर पत्ता लगाएका छौं,’ उनले भने, ‘लामो समयपछि मैदान फर्किएको खेलाडीहले आफ्नो ठाउबाट सक्दो खेलेका हुन्",Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1625,1928,1928,"<rss version=""2.0"" 
xmlns:content=""http://purl.org/rss/1.0/modules/content/"" 
xmlns:dc=""http://purl.org/dc/elements/1.1/"" 
xmlns:atom=""http://www.w3.org/2005/Atom"" 
xmlns:sy=""http://purl.org/rss/1.0/modules/syndication/"" 
 
> 
 
 
Comments on: धनगढी स्टार्सलाई ग्लोबल कलेजद्वारा २० लाख प्रायोजन 
 
https://www.hamrokhelkud.com/cricket/47406 
Complete website for Nepali Sports News &#124; Football &#124;Cricket and More 
Mon, 21 Jan 2019 09:40:01 +0545 
 
hourly 
 
1 
https://wordpress.org/",Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1626,1930,1930,रुस्लान धनगढी प्रिमियर लिगको मुख्य प्रायोजक हो,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1627,1935,1935,धनगढी क्रिकेट एकेडेमीले बुधबार एक विज्ञप्ति जारी गर्दै आइसीसीले मान्यता दिएको जनाएको हो,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1628,1936,1936,यसै अनुरुप यस अघि एभरेष्ट प्रिमियर लिग र पोखरा प्रिमियर लिगले पनि आईसीसीको मान्यता लिएका थिए,Yes,['पोखरा'],Translation not found.,['Pokhara']
1629,1937,1937,डिपिएल आगमी माघ २६ देखी फागुन ११ सम्म धनगढीको फाप्लामा हुँदै छ,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1630,1940,1940,ललितपुर प्याट्रीयट्सलाई उपाधि दिलाउँदा ललितले महत्त्वपूर्ण योगदान दिएका थिए,Yes,['ललितपुर'],Translation not found.,['Lalitpur']
1631,1941,1941,बिहीबार आयोजक धनगढी क्रिकेट एकेडेमी (डिसिए) र अजोडकाबीच सम्झौता भएको छ,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1632,1942,1942,डिपिएल आगमी माघ २६ देखी फागुन ११ सम्म धनगढीको फाप्लामा हुँदै छ,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1633,1943,1943,गत कात्तिकमा पोखरा प्रिमियर लिगमा पोखरामा पल्टनलाई उपाधि दिलाउने क्रममा उनले ५ खेलमा ७ विकेट लिएका थिए,Yes,['पोखरा'],Translation not found.,['Pokhara']
1634,1944,1944,आजको खेलमा स्पिनरद्वय ललित नारायण राजवंशी र युवा ब्याट्सम्यान भिम सार्कीले डेब्यू गर्ने सम्भावना छ,Yes,['नारायण'],Translation not found.,['Narayan']
1635,1945,1945,गत कात्तिकमा पोखरा प्रिमियर लिगमा पोखरामा पल्टनलाई उपाधि दिलाउने क्रममा उनले ५ खेलमा ७ विकेट लिएका थिए,Yes,['पोखरा'],Translation not found.,['Pokhara']
1636,1947,1947,ललित नारायण राजवंशी २ रनमा नटआउट रहे,Yes,['नारायण'],Translation not found.,['Narayan']
1637,1948,1948,ललित नारायण राजवंशी २ रनमा नटआउट रहे,Yes,['नारायण'],Translation not found.,['Narayan']
1638,1949,1949,"ज्ञानेन्द्रसहित विनोद, पारस, दिपेन्द्र, आरिफ प्रमुख ब्याट्सम्यानको आधारमा मैदान उत्रिएको थियो",Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1639,1950,1950,आज ललित र वसन्त दुवैको स्थानमा रोहित वा भिममध्य एकलाई मैदान उतारेको भए नतिजा फरक पनि आउन सक्ने थियो,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1640,1951,1951,सोमपाल कामी २ रनमा आउट हुँदा सन्दीप लामिछाने १४ र ललित नारायण राजवंशी ३ रनमा नट आउट रहे,Yes,['नारायण'],Translation not found.,['Narayan']
1641,1953,1953,सोमपाल कामी २ रनमा आउट हुँदा सन्दीप लामिछाने १४ र ललित नारायण राजवंशी ३ रनमा नट आउट रहे,Yes,['नारायण'],Translation not found.,['Narayan']
1642,1955,1955,सोमपालले रोहितकुमार पौडेलको ब्याटिङको प्रशंसा गर्दै उनीसँग मैदानबाहिर पनि राम्रो सम्बन्ध रहेको बताए,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1643,1958,1958,पहिलो खेलमा बेन्चमा बसेका रोहित आफू बेन्चमा नभएर मैदानको लागि योग्य रहेको पुन: प्रमाणित गरे,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1644,1959,1959,रोहित २९ औं ओभरमा कप्तान पारस २१ रनमा आउट हुँदा मैदान प्रवेश गरेका थिए,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1645,1960,1960,मैदानभित्र मात्र नभएर मैदान बाहिरपनि सोमपाल उत्तिकै राम्रा छन्,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1646,1961,1961,यही माघ २६ देखि फागुन ११ सम्म आयोजना धनगढीको फाप्ला क्रिकेट मैदानमा आयोजना हुदैछ,Yes,"['मैदान', 'धनगढी']",Translation not found.,"['Maidan (Field)', 'Dhangadhi']"
1647,1963,1963,फिल्डीङमा पनि मिड अफ पोजिसनमा रहने पारस खेलको अधिकांश समय मैदानमा नै रहे,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1648,1964,1964,एक पटक त फिजियोलाई नै मैदान बोलाएर केहीबेर खुट्टा तन्काए पनि,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1649,1965,1965,उक्त छक्का क्रिकेट मैदानको बाहिरी भागमा रहेको फुटबल पिचसम्म पुगेको थियो,Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1650,1966,1966,"’ 
<rss version=""2.0"" 
xmlns:content=""http://purl.org/rss/1.0/modules/content/"" 
xmlns:dc=""http://purl.org/dc/elements/1.1/"" 
xmlns:atom=""http://www.w3.org/2005/Atom"" 
xmlns:sy=""http://purl.org/rss/1.0/modules/syndication/"" 
 
> 
 
 
Comments on: बिराटनगर किङ्समा दुई भारतीय खेलाडी 
 
https://www.hamrokhelkud.com/cricket/47994 
Complete website for Nepali Sports News &#124; Football &#124;Cricket and More 
Tue, 29 Jan 2019 10:20:19 +0545 
 
hourly 
 
1 
https://wordpress.org/",Yes,['बिराटनगर'],Translation not found.,['Biratnagar']
1651,1967,1967,बिराटनगर किंग्सको रणनीतिक खेलाडीको रुपमा करन केसी छन्,Yes,['बिराटनगर'],Translation not found.,['Biratnagar']
1652,1968,1968,रोड्स लिग आयोजना अवधिभर धनगढीमा नै रहने र प्रतियोगिता दौरान बिभिन्न कार्यक्रमहरुमा सरिक हुनेछन्,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1653,1969,1969,प्रतियोगिताको गुडविल एम्बासडरको रुपमा जोन्टिको आगमनले अन्तर्राष्ट्रिय क्रिकेट परिषद (आईसीसी) र विश्व क्रिकेट जगतको ध्यान प्रतियोगितामा तानिने विश्वास लिएका आयोजक धनगढी क्रिकेट एकेडेमी (डिसिए) का अध्यक्ष सुवास बहादुर शाहीले विश्वास लिएका छन्,Yes,['धनगढी'],Translation not found.,['Dhangadhi']
1654,1970,1970,फाउन्डेसनले भरतपुर महानगरपालिकासँगको सहकार्यमा सिलान्यासको दुई वर्षभित्र निर्माण सक्ने गरी बुधबार अन्तर्राष्ट्रिय क्रिकेट रंगशाला निर्माणको घोषणा गरेको हो,Yes,['भरतपुर'],Translation not found.,['Bharatpur']
1655,1971,1971,अन्तर्राष्ट्रिय क्रिकेट रंगशला निर्माणको लागि बुधबार फाउन्डेसन र भरतपुर महानगरबीच जग्गा प्राप्ति सम्बन्धी सम्झौता भएको छ,Yes,['भरतपुर'],Translation not found.,['Bharatpur']
1656,1972,1972,सम्झौतामा फाउन्डेसनका अध्यक्ष सीताराम कट्टेल (धुर्मुस) र भरतपुर महानगरपालिकाकी मेयर रेणु दाहालले हस्ताक्षर गरे,Yes,['भरतपुर'],Translation not found.,['Bharatpur']
1657,1973,1973,त्रिभुवन विश्वविद्यालयको स्वामित्वमा रहेको भरतपुर– १६ को यो जग्गा कृषि तथा वन विश्वविद्यालयले भोगचलन गरिरहेको थियो,Yes,['भरतपुर'],Translation not found.,['Bharatpur']
1658,1974,1974,"बहुउपयोगी हुने यो रंगशालाभित्र त्रिकेट प्रशिक्षण मैदान, फुटबल, भलिबल बास्केटबल, ब्याडमिन्टन, स्वीमिङपुल र फिटनेस सेन्टरसम्म रहनेछ",Yes,['मैदान'],Translation not found.,['Maidan (Field)']
1659,1975,1975,उनको टिमले उपयुक्त स्थानको खोजीमा देशका विभिन्न स्थानमा स्थलगत भ्रमण गरेपनि भरतपुर महानगरले फाउन्डेसनलाई जग्गा उपलब्ध गराउने प्रस्ताव गरेको थियो,Yes,['भरतपुर'],Translation not found.,['Bharatpur']
