Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,data_eligible,matched_locations,translated_sentence_en,matched_locations_en
169,173,173,"दर्ता नभएका, नवीकरण नगरेका र कर नतिरेका प्याराग्लाइडिङ कम्पनीले उडान भर्न खोजेपछि पोखरा महानगरले ती कम्पनीका गाडी कब्जामा लिएको छ",Yes,['पोखरा'],"Pokhara Metropolitan City has seized the vehicles of paragliding companies that tried to fly without being registered, renewed, and without paying taxes.",['Pokhara']
170,174,174,"यस्तो छ कर कास्कीमा सराङकोट, तोरीपानी, मान्द्रेढुंगा र डिकीडाँडाबाट प्याराग्लाइडिङ उडाउन अनुमति छ",Yes,['तोरीपानी'],"Here is the tax Paragliding is allowed to fly from Sarangkot, Toripani, Mandredhunga and Dikidanda in Kaski.",['Toripani']
171,175,175,हाल पोखरा महानगर–१८ मा पर्ने सराङकोट तत्कालीन सराङकोट गाविस थियो,Yes,['पोखरा'],"Sarangkot, which is currently in Pokhara Metropolitan City-18, was the then Sarangkot VDC.",['Pokhara']
172,176,176,सराङकोट पोखरा उपमहागनरमा गाभिएपछि उपमहानगरले वार्षिक ५ हजार ५ सय रुपैयाँ कर लिने निर्णय गर्यो,Yes,['पोखरा'],"After Sarangkot was merged into Pokhara Sub-metropolitan City, the sub-metropolitan city decided to levy an annual tax of Rs 5,500.",['Pokhara']
173,177,177,उनीहरुले आर्थिक वर्ष २०७२–०७३ यता कर नै नतिरेको पोखरा महानगरपालिका वडा नं. १८ का वडाध्यक्ष रणबहादुर थापाको भनाइ छ,Yes,['पोखरा'],"According to Ran Bahadur Thapa, Ward Chairman of Pokhara Metropolitan City Ward No. 18, they have not paid taxes since the fiscal year 2072-073.",['Pokhara']
174,178,178,पोखरा महानगरलाई तिर्नुपर्ने कर नतिरेपछि पोखराको आकाशमा प्याराग्लाइडिङ उडान भर्दै आइरहेका दुई कम्पनी बन्द भएका छन्,Yes,['पोखरा'],Two companies that have been flying paragliding in the sky of Pokhara have been closed after not paying taxes to Pokhara Metropolitan City.,['Pokhara']
175,179,179,पोखरा महानगरले पटकपटक कर तिर्नका लागि म्याद थप गरेपनि अटेर गर्ने एडभान्स प्याराग्लाइडिङ कम्पनी र गोल्डेन हेभन प्याराग्लाइडिङ कम्पनी बन्द गरिएको पोखरा महानगरका सूचना अधिकारी गंगालाल सुवेदीले जानकारी दिए,Yes,['पोखरा'],"Ganga Lal Subedi, Information Officer of Pokhara Metropolitan City, informed that Advance Paragliding Company and Golden Heaven Paragliding Company have been closed after repeatedly extending the deadline for paying taxes but refusing to do so.",['Pokhara']
176,180,180,पोखरामा हाल ४० वटा कम्पनीले व्यावसायिक उडान भर्दै आइरहेका छन्,Yes,['पोखरा'],"Currently, 40 companies are commercially flying in Pokhara.",['Pokhara']
177,181,181,सो रकम वडा कार्यालय वा पोखरा महानगरपालिका जहाँ बुझाएपनि हुन्छ,Yes,['पोखरा'],The amount can be submitted to the ward office or Pokhara Metropolitan City wherever you want.,['Pokhara']
178,182,182,यीमध्ये पनि ५६ वटाले पोखरा महानगरपालिकाबाट पनि स्वीकृति लिएका छन्,Yes,['पोखरा'],"Among these, 56 have also taken approval from Pokhara Metropolitan City.",['Pokhara']
179,183,183,पोखरा,Yes,['पोखरा'],Pokhara,['Pokhara']
180,184,184,पोखरामा फेरि प्याराग्लाइडिङ दुर्घटना भएको छ,Yes,['पोखरा'],Another paragliding accident has occurred in Pokhara.,['Pokhara']
181,185,185,पोखरा,Yes,['पोखरा'],Pokhara,['Pokhara']
182,186,186,पोखरामा फेरि प्याराग्लाइडिङ दुर्घटना भएको छ,Yes,['पोखरा'],Another paragliding accident has occurred in Pokhara.,['Pokhara']
183,187,187,"पोखरास्थित टिम फाइभ प्याराग्लाइडिङ कम्पनीका राजु आचार्य, शङ्कर पराजुली र नारायण पराजुलीले उक्त ठाउँबाट प्याराग्लाइडिङको सफल परीक्षण गरेका हुन्",Yes,"['पोखरा', 'नारायण']","Raju Acharya, Shankar Parajuli and Narayan Parajuli of Team Five Paragliding Company in Pokhara have successfully tested paragliding from that place.","['Pokhara', 'Narayan']"
184,188,188,पोखरास्थित टिम फाइभ प्याराग्लाइडिङ कम्पनीका आचार्यले उक्त ठाउँ प्याराग्लाइडिङका लागि उपयुक्त रहेको बताए,Yes,['पोखरा'],Acharya of Team Five Paragliding Company in Pokhara said that the place is suitable for paragliding.,['Pokhara']
185,189,189,पोखरा र बन्दीपुरमा विगत सात वर्षदेखि प्याराग्लाइडिङ उडान गर्दै आएका उनले यस ठाउँमा व्यावसायिक रूपमा नै प्याराग्लाइडिङ गर्न सकिने सम्भावना रहेको जानकारी दिए,Yes,['पोखरा'],"He, who has been flying paragliding in Pokhara and Bandipur for the past seven years, informed that there is a possibility of doing paragliding commercially in this place.",['Pokhara']
186,190,190,"पोखरास्थित टिम फाइभ प्याराग्लाइडिङ कम्पनीका राजु आचार्य, शङ्कर पराजुली र नारायण पराजुलीले उक्त ठाउँबाट प्याराग्लाइडिङको सफल परीक्षण गरेका हुन्",Yes,"['पोखरा', 'नारायण']","Raju Acharya, Shankar Parajuli and Narayan Parajuli of Team Five Paragliding Company in Pokhara have successfully tested paragliding from that place.","['Pokhara', 'Narayan']"
187,191,191,पोखरास्थित टिम फाइभ प्याराग्लाइडिङ कम्पनीका आचार्यले उक्त ठाउँ प्याराग्लाइडिङका लागि उपयुक्त रहेको बताए,Yes,['पोखरा'],Acharya of Team Five Paragliding Company in Pokhara said that the place is suitable for paragliding.,['Pokhara']
188,192,192,पोखरा र बन्दीपुरमा विगत सात वर्षदेखि प्याराग्लाइडिङ उडान गर्दै आएका उनले यस ठाउँमा व्यावसायिक रूपमा नै प्याराग्लाइडिङ गर्न सकिने सम्भावना रहेको जानकारी दिए,Yes,['पोखरा'],"He, who has been flying paragliding in Pokhara and Bandipur for the past seven years, informed that there is a possibility of doing paragliding commercially in this place.",['Pokhara']
189,193,193,"ताप्लेजुङको तारेभिरमा भएको हेलिकप्टर दुर्घटनामा ज्यान गुमाएका संस्कृति, पर्यटन तथा नागरिक उड्डयनमन्त्री रवीन्द्र अधिकारीको स्मृतिमा प्रतिष्ठान स्थापना गरिने भएको छ",Yes,[ 'ताप्लेजुङ'],"An academy will be established in memory of Culture, Tourism and Civil Aviation Minister Rabindra Adhikari, who lost his life in a helicopter crash in Tarebhir, Taplejung.",['Taplejung']
190,194,194,"ताप्लेजुङको तारेभिरमा भएको हेलिकप्टर दुर्घटनामा ज्यान गुमाएका संस्कृति, पर्यटन तथा नागरिक उड्डयनमन्त्री रवीन्द्र अधिकारीको स्मृतिमा प्रतिष्ठान स्थापना गरिने भएको छ",Yes,[ 'ताप्लेजुङ'],"An academy will be established in memory of Culture, Tourism and Civil Aviation Minister Rabindra Adhikari, who lost his life in a helicopter crash in Tarebhir, Taplejung.",['Taplejung']
191,195,195,आइतबार बेलुका बारा र पर्सा जिल्लामा अकस्मात् आएको हावाहुरी र असिनापानीले २७ जनाको मृत्यु भएको छ,Yes,['पर्सा'],27 people have died due to the sudden storm and hailstorm that hit Bara and Parsa districts on Sunday evening.,['Parsa']
192,196,196,गृह मन्त्रालयका प्रवक्ता रामकृष्ण सुवेदीले सोमबार बेलुका जारी गरेको प्रेस विज्ञप्तिमा बारामा २६ र पर्सामा एकजनाको मृत्यु भएको उल्लेख छ,Yes,['पर्सा'],A press release issued by Home Ministry spokesperson Ramakrishna Subedi on Monday evening stated that 26 people died in Bara and one in Parsa.,['Parsa']
193,197,197,"घटनामा परी मृत्यु हुनेमा बाराको फेटा गाउँपालिकाका– १ का ५० वर्षीय हरिनारायण दास, ४५ वर्षीया मनोरमा देवीदास, २४ वर्षीया रुनी देवी, ६ वर्षीय नन्द पटेल, १२ वर्षीया रुवि खातुन, विविमा खातुन, ५० वर्षीया मुस्तकिमा खातुन, २५ वर्षीया मिना खातुनको सनाखत भएको छ",Yes,['नारायण'],"Among those who died in the incident are 50-year-old Harinarayan Das, 45-year-old Manorama Devidas, 24-year-old Runi Devi, 6-year-old Nand Patel, 12-year-old Ruby Khatun, Bibima Khatun, 50-year-old Mustakima Khatun, 25-year-old Mina Khatun of Pheta Rural Municipality-1 of Bara.",['Narayan']
194,198,198,यस्तै पर्सा वीरगञ्जका सरोज रामको सनाखत भएको मन्त्रालयले जनाएको छ,Yes,['पर्सा'],"Similarly, the ministry has stated that Saroj Ram of Parsa Birgunj has been identified.",['Parsa']
195,199,199,उक्त घटनामा ६६८ जना घाइते भएका छन् भने २८४ जना प्रारम्भिक उपचारपछि घर फर्केका छन् भने ३७५ जनाको पर्सा र बाराका विभिन्न अस्पतालहरुमा उपचार भइरहेको छ,Yes,['पर्सा'],"668 people have been injured in the incident, while 284 people have returned home after initial treatment, while 375 people are being treated in various hospitals in Parsa and Bara.",['Parsa']
196,200,200,प्रदेश नम्बर २ का मुख्यमन्त्री लालबाबु राउतले बारा र पर्सामा हावाहुरीका कारण निधन भएका पीडित परिवारका लागि प्रदेश सरकारले घर निर्माण गर्न सहयोग गर्ने घोषणा गरेका छन्,Yes,['पर्सा'],"Chief Minister of Province No. 2, Lalbabu Raut, has announced that the provincial government will help build houses for the families of the victims who died due to the storm in Bara and Parsa.",['Parsa']
197,201,201,प्रदेश नम्बर २ का मुख्यमन्त्री लालबाबु राउतले बारा र पर्सामा हावाहुरीका कारण निधन भएका पीडित परिवारका लागि प्रदेश सरकारले घर निर्माण गर्न सहयोग गर्ने घोषणा गरेका छन्,Yes,['पर्सा'],"Chief Minister of Province No. 2, Lalbabu Raut, has announced that the provincial government will help build houses for the families of the victims who died due to the storm in Bara and Parsa.",['Parsa']
198,202,202,वीरगन्जमा रहेको भारतीय कन्सुलेट कार्यालयले बारा र पर्सामा हावाहुरीपछि प्रभावित भएका परिवारलाई राहत वितरण गरेको छ,Yes,['पर्सा'],The Indian Consulate Office in Birgunj has distributed relief to the families affected by the storm in Bara and Parsa.,['Parsa']
199,203,203,आइतबार बारा र पर्सामा आएको हावाहुरीले २९ जनाको ज्यान गएको छ भने सयौं घाइते भएका छन्,Yes,['पर्सा'],29 people have died and hundreds have been injured in the storm that hit Bara and Parsa on Sunday.,['Parsa']
